client_id,produit,revenus_annuels,cout_gestion_annuel,profit_annuel
CLI_0785,Assurance Habitation,226.29,74.74,151.55
CLI_0786,Compte Courant,35.6,24.29,11.31
CLI_0786,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0786,Compte Épargne,109.13,22.42,86.71
CLI_0786,Crédit Consommation,465.63,194.52,271.1
CLI_0786,Assurance Habitation,334.54,86.72,247.82
CLI_0786,Assurance Auto,229.0,113.72,115.28
CLI_0787,Compte Courant,43.31,21.6,21.71
CLI_0787,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0787,Livret A,77.58,5.0,72.58
CLI_0787,Assurance Vie,260.01,98.23,161.78
CLI_0787,Assurance Auto,219.85,89.97,129.87
CLI_0788,Compte Courant,37.57,24.11,13.46
CLI_0788,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0788,Compte Épargne,89.85,32.68,57.17
CLI_0788,Crédit Consommation,1074.26,198.04,876.22
CLI_0788,Assurance Habitation,275.95,72.79,203.17
CLI_0789,Compte Courant,32.27,15.13,17.14
CLI_0789,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0789,Compte Épargne,110.88,21.31,89.57
CLI_0789,Livret A,42.82,5.0,37.82
CLI_0789,Crédit Immobilier,1512.62,484.57,1028.05
CLI_0789,Assurance Auto,370.17,67.62,302.54
CLI_0790,Compte Courant,38.89,20.7,18.19
CLI_0790,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0790,Assurance Vie,594.03,96.23,497.79
CLI_0790,Crédit Immobilier,4313.86,333.73,3980.12
CLI_0790,Crédit Consommation,376.09,85.31,290.78
CLI_0790,Assurance Auto,414.33,102.37,311.96
CLI_0791,Compte Courant,33.92,21.39,12.53
CLI_0791,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0791,Compte Épargne,97.69,39.75,57.95
CLI_0791,Livret A,63.05,5.0,58.05
CLI_0791,Assurance Habitation,314.37,78.52,235.85
CLI_0791,Assurance Auto,598.95,118.83,480.12
CLI_0792,Compte Courant,46.14,19.55,26.59
CLI_0792,Compte Épargne,96.21,28.57,67.64
CLI_0792,Crédit Immobilier,3359.89,382.08,2977.82
CLI_0793,Compte Courant,57.8,19.9,37.9
CLI_0793,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0793,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0793,Compte Épargne,134.2,29.51,104.69
CLI_0793,Crédit Immobilier,4014.02,401.06,3612.95
CLI_0793,Assurance Habitation,306.2,74.92,231.28
CLI_0793,Assurance Auto,346.85,112.89,233.95
CLI_0794,Compte Courant,33.38,19.87,13.51
CLI_0794,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0794,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0794,Compte Épargne,69.44,37.22,32.22
CLI_0795,Compte Courant,37.6,21.33,16.27
CLI_0795,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0795,Livret A,29.93,5.0,24.93
CLI_0795,Crédit Immobilier,2917.2,569.81,2347.39
CLI_0795,Crédit Consommation,449.46,159.58,289.87
CLI_0795,Assurance Auto,281.8,84.94,196.86
CLI_0796,Compte Courant,46.22,20.77,25.45
CLI_0796,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0796,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0796,Livret A,56.15,5.0,51.15
CLI_0796,Assurance Vie,584.08,77.18,506.9
CLI_0796,Crédit Immobilier,2904.79,311.2,2593.59
CLI_0796,Assurance Habitation,342.19,91.85,250.33
CLI_0797,Compte Courant,35.98,17.01,18.96
CLI_0797,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0797,Crédit Consommation,337.83,196.45,141.39
CLI_0798,Compte Courant,54.22,18.61,35.61
CLI_0798,Compte Épargne,98.19,25.84,72.35
CLI_0798,Livret A,55.83,5.0,50.83
CLI_0798,Assurance Vie,630.39,94.74,535.65
CLI_0798,Crédit Immobilier,4557.58,455.11,4102.47
CLI_0798,Assurance Habitation,186.06,81.11,104.95
CLI_0799,Compte Courant,43.87,24.36,19.51
CLI_0799,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0799,Livret A,43.51,5.0,38.51
CLI_0799,Assurance Habitation,250.72,82.54,168.18
CLI_0800,Compte Courant,45.81,18.74,27.07
CLI_0800,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0800,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0800,Crédit Consommation,1190.8,116.26,1074.53
CLI_0800,Assurance Habitation,219.38,93.22,126.16
CLI_0801,Compte Courant,30.1,17.01,13.09
CLI_0801,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0801,Assurance Habitation,297.61,58.12,239.49
CLI_0801,Assurance Auto,594.32,87.85,506.47
CLI_0802,Compte Courant,47.92,16.6,31.32
CLI_0802,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0802,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0802,Compte Épargne,78.94,32.29,46.65
CLI_0802,Assurance Vie,529.73,128.44,401.3
CLI_0802,Crédit Consommation,542.31,158.43,383.88
CLI_0802,Assurance Auto,316.39,95.21,221.19
CLI_0803,Compte Courant,48.15,16.22,31.93
CLI_0803,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0803,Livret A,52.92,5.0,47.92
CLI_0803,Crédit Immobilier,1541.78,450.36,1091.42
CLI_0804,Compte Courant,50.93,15.73,35.2
CLI_0804,Compte Épargne,143.87,29.18,114.7
CLI_0804,Livret A,76.3,5.0,71.3
CLI_0804,Crédit Consommation,396.66,193.99,202.67
CLI_0804,Assurance Habitation,177.3,73.07,104.22
CLI_0805,Compte Courant,58.14,17.33,40.81
CLI_0805,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0805,Compte Épargne,53.48,35.86,17.62
CLI_0805,Livret A,55.75,5.0,50.75
CLI_0805,Assurance Habitation,278.48,51.72,226.76
CLI_0806,Compte Courant,49.6,16.72,32.88
CLI_0806,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0806,Compte Épargne,143.12,33.71,109.41
CLI_0806,Livret A,62.42,5.0,57.42
CLI_0806,Assurance Habitation,208.15,94.04,114.11
CLI_0806,Assurance Auto,415.09,111.43,303.67
CLI_0807,Compte Courant,38.13,22.55,15.57
CLI_0807,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0807,Assurance Vie,544.74,54.84,489.9
CLI_0808,Compte Courant,42.16,16.84,25.32
CLI_0808,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0808,Compte Épargne,85.92,27.67,58.25
CLI_0808,Livret A,48.5,5.0,43.5
CLI_0808,Assurance Vie,560.17,107.1,453.08
CLI_0808,Assurance Habitation,159.75,87.53,72.21
CLI_0809,Compte Courant,58.48,18.49,39.99
CLI_0809,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0809,Compte Épargne,67.97,30.8,37.17
CLI_0809,Livret A,62.29,5.0,57.29
CLI_0809,Assurance Vie,607.34,111.21,496.13
CLI_0809,Crédit Immobilier,2011.81,551.05,1460.77
CLI_0809,Assurance Habitation,256.41,61.07,195.33
CLI_0810,Compte Courant,32.59,19.17,13.42
CLI_0810,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0810,Compte Épargne,111.8,33.31,78.49
CLI_0810,Livret A,77.76,5.0,72.76
CLI_0810,Assurance Habitation,188.29,99.29,89.0
CLI_0811,Compte Courant,49.64,19.54,30.1
CLI_0811,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0811,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0811,Compte Épargne,138.82,33.89,104.93
CLI_0811,Crédit Consommation,613.85,186.09,427.76
CLI_0811,Assurance Habitation,316.65,84.94,231.71
CLI_0812,Compte Courant,56.89,19.48,37.41
CLI_0812,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0812,Crédit Immobilier,3799.16,523.41,3275.76
CLI_0813,Compte Courant,43.62,15.83,27.78
CLI_0813,Compte Épargne,127.14,20.96,106.19
CLI_0813,Livret A,63.07,5.0,58.07
CLI_0813,Assurance Vie,746.53,84.7,661.83
CLI_0813,Assurance Auto,240.82,73.97,166.85
CLI_0814,Compte Courant,46.87,24.43,22.44
CLI_0814,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0814,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0814,Assurance Auto,404.91,66.76,338.15
CLI_0815,Compte Courant,48.83,22.33,26.51
CLI_0815,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0815,Compte Épargne,89.33,34.43,54.9
CLI_0815,Livret A,39.49,5.0,34.49
CLI_0815,Crédit Immobilier,4261.82,402.32,3859.49
CLI_0815,Assurance Habitation,214.03,93.96,120.07
CLI_0816,Compte Courant,46.45,17.85,28.6
CLI_0816,Assurance Habitation,383.77,84.54,299.23
CLI_0817,Compte Courant,36.62,21.15,15.47
CLI_0817,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0817,Compte Épargne,137.04,33.92,103.11
CLI_0817,Livret A,34.69,5.0,29.69
CLI_0817,Assurance Vie,589.31,111.92,477.39
CLI_0817,Assurance Auto,528.34,70.69,457.65
CLI_0818,Compte Courant,50.99,15.27,35.72
CLI_0818,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0818,Compte Épargne,119.62,39.21,80.41
CLI_0818,Livret A,30.46,5.0,25.46
CLI_0818,Crédit Consommation,580.17,149.94,430.23
CLI_0819,Compte Courant,51.97,18.44,33.53
CLI_0819,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0819,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0819,Compte Épargne,116.43,37.99,78.44
CLI_0819,Livret A,63.59,5.0,58.59
CLI_0820,Compte Courant,51.33,18.82,32.51
CLI_0820,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0820,Assurance Vie,746.86,77.73,669.13
CLI_0820,Crédit Consommation,484.75,123.71,361.05
CLI_0820,Assurance Habitation,312.54,93.08,219.46
CLI_0820,Assurance Auto,252.83,108.83,144.0
CLI_0821,Compte Courant,54.38,20.87,33.52
CLI_0821,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0821,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0821,Livret A,65.64,5.0,60.64
CLI_0821,Assurance Vie,309.13,66.96,242.17
CLI_0821,Assurance Habitation,365.7,74.91,290.79
CLI_0822,Compte Courant,37.38,21.89,15.49
CLI_0822,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0822,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0822,Compte Épargne,139.19,32.65,106.54
CLI_0822,Livret A,40.84,5.0,35.84
CLI_0822,Assurance Vie,489.94,125.23,364.72
CLI_0822,Crédit Immobilier,1736.25,365.15,1371.1
CLI_0822,Assurance Habitation,265.65,80.21,185.43
CLI_0823,Compte Courant,40.17,17.98,22.19
CLI_0823,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0823,Compte Épargne,54.14,20.65,33.49
CLI_0823,Livret A,36.72,5.0,31.72
CLI_0823,Crédit Consommation,777.46,146.76,630.69
CLI_0823,Assurance Habitation,273.51,70.49,203.01
CLI_0823,Assurance Auto,300.92,84.04,216.87
CLI_0824,Compte Courant,34.16,16.15,18.01
CLI_0824,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0824,Assurance Auto,319.98,119.72,200.26
CLI_0825,Compte Courant,39.79,24.36,15.43
CLI_0826,Compte Courant,41.77,19.39,22.38
CLI_0826,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0826,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0826,Compte Épargne,129.71,21.87,107.83
CLI_0826,Assurance Vie,309.39,147.38,162.0
CLI_0826,Crédit Immobilier,3270.71,313.29,2957.42
CLI_0827,Compte Courant,31.42,24.07,7.35
CLI_0827,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0827,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0827,Assurance Vie,724.02,95.84,628.18
CLI_0827,Crédit Immobilier,2071.28,549.09,1522.19
CLI_0827,Assurance Auto,329.84,85.14,244.7
CLI_0828,Compte Courant,50.47,18.53,31.94
CLI_0828,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0828,Compte Épargne,112.87,37.71,75.16
CLI_0828,Assurance Auto,518.95,82.9,436.05
CLI_0829,Compte Courant,38.64,17.86,20.78
CLI_0829,Compte Épargne,84.86,29.87,54.99
CLI_0829,Assurance Habitation,254.15,56.65,197.5
CLI_0829,Assurance Auto,265.38,80.58,184.81
CLI_0830,Compte Courant,46.86,20.93,25.94
CLI_0830,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0830,Compte Épargne,98.62,34.78,63.85
CLI_0831,Compte Courant,52.12,19.28,32.84
CLI_0831,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0831,Compte Épargne,62.44,30.6,31.84
CLI_0831,Livret A,42.89,5.0,37.89
CLI_0831,Assurance Habitation,184.48,99.09,85.39
CLI_0832,Compte Courant,41.09,21.26,19.83
CLI_0832,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0832,Compte Épargne,99.01,22.86,76.16
CLI_0832,Livret A,23.33,5.0,18.33
CLI_0832,Assurance Vie,575.46,74.7,500.76
CLI_0832,Assurance Habitation,210.91,97.85,113.06
CLI_0832,Assurance Auto,384.71,61.77,322.94
CLI_0833,Compte Courant,40.2,20.84,19.35
CLI_0833,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0833,Compte Épargne,82.86,20.54,62.32
CLI_0833,Livret A,46.66,5.0,41.66
CLI_0833,Assurance Vie,263.54,111.92,151.63
CLI_0833,Assurance Habitation,304.9,51.89,253.01
CLI_0833,Assurance Auto,316.27,84.82,231.45
CLI_0834,Compte Courant,46.51,17.96,28.55
CLI_0834,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0834,Compte Épargne,78.77,39.66,39.11
CLI_0834,Livret A,22.51,5.0,17.51
CLI_0834,Assurance Vie,793.43,54.78,738.65
CLI_0834,Crédit Consommation,559.51,139.24,420.26
CLI_0834,Assurance Habitation,185.82,56.74,129.08
CLI_0835,Compte Courant,37.69,24.74,12.95
CLI_0835,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0835,Compte Épargne,88.01,31.32,56.69
CLI_0835,Assurance Vie,622.57,124.22,498.35
CLI_0835,Crédit Consommation,919.24,120.43,798.81
CLI_0835,Assurance Habitation,177.93,64.09,113.85
CLI_0836,Compte Courant,36.31,16.36,19.95
CLI_0836,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0836,Compte Épargne,52.45,38.71,13.74
CLI_0836,Assurance Habitation,380.26,52.52,327.74
CLI_0836,Assurance Auto,269.23,68.37,200.86
CLI_0837,Compte Courant,38.44,17.04,21.4
CLI_0837,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0837,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0837,Compte Épargne,144.59,21.68,122.9
CLI_0837,Livret A,32.7,5.0,27.7
CLI_0838,Compte Courant,32.42,24.8,7.62
CLI_0838,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0838,Compte Épargne,141.84,34.33,107.51
CLI_0838,Assurance Habitation,256.49,59.51,196.98
CLI_0839,Compte Courant,36.64,19.43,17.21
CLI_0839,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0839,Compte Épargne,126.82,25.29,101.53
CLI_0840,Compte Courant,39.32,21.0,18.32
CLI_0840,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0840,Compte Épargne,73.77,31.68,42.09
CLI_0840,Crédit Immobilier,2854.96,310.31,2544.65
CLI_0840,Assurance Habitation,250.68,95.98,154.7
CLI_0840,Assurance Auto,317.24,79.37,237.87
CLI_0841,Compte Courant,31.98,21.15,10.83
CLI_0841,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0841,Livret A,70.95,5.0,65.95
CLI_0841,Assurance Vie,411.75,74.02,337.73
CLI_0841,Assurance Habitation,389.15,87.25,301.9
CLI_0842,Compte Courant,47.01,18.06,28.96
CLI_0842,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0843,Compte Courant,36.62,22.16,14.47
CLI_0843,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0843,Compte Épargne,102.18,30.41,71.77
CLI_0843,Livret A,24.42,5.0,19.42
CLI_0843,Crédit Immobilier,3292.68,546.82,2745.86
CLI_0843,Assurance Habitation,386.7,55.33,331.37
CLI_0844,Compte Courant,48.93,20.68,28.25
CLI_0844,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0844,Compte Épargne,139.03,35.02,104.01
CLI_0844,Assurance Vie,779.16,146.0,633.15
CLI_0844,Crédit Immobilier,2289.9,517.61,1772.29
CLI_0844,Assurance Habitation,282.63,60.73,221.9
CLI_0844,Assurance Auto,277.95,64.87,213.08
CLI_0845,Compte Courant,53.87,18.25,35.62
CLI_0845,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0845,Compte Épargne,135.7,32.17,103.53
CLI_0846,Compte Courant,50.21,17.92,32.29
CLI_0846,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0846,Compte Épargne,95.73,28.25,67.48
CLI_0846,Livret A,34.14,5.0,29.14
CLI_0846,Assurance Vie,699.51,112.21,587.3
CLI_0846,Crédit Consommation,333.69,178.39,155.3
CLI_0846,Assurance Auto,242.42,84.22,158.19
CLI_0847,Compte Courant,47.14,15.08,32.06
CLI_0847,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0847,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0847,Compte Épargne,115.29,33.19,82.1
CLI_0847,Livret A,59.15,5.0,54.15
CLI_0847,Assurance Habitation,190.87,62.79,128.08
CLI_0847,Assurance Auto,298.95,117.6,181.35
CLI_0848,Compte Courant,32.03,19.29,12.74
CLI_0848,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0848,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0848,Compte Épargne,137.13,35.39,101.74
CLI_0848,Livret A,69.35,5.0,64.35
CLI_0848,Crédit Consommation,1175.06,126.47,1048.59
CLI_0849,Compte Courant,39.29,15.31,23.98
CLI_0849,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0849,Compte Épargne,65.0,31.24,33.76
CLI_0849,Livret A,29.46,5.0,24.46
CLI_0849,Crédit Immobilier,4077.07,311.17,3765.9
CLI_0849,Crédit Consommation,533.54,163.45,370.08
CLI_0849,Assurance Habitation,213.88,86.44,127.44
CLI_0849,Assurance Auto,598.35,107.83,490.52
CLI_0850,Compte Courant,40.26,24.01,16.25
CLI_0850,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0850,Compte Épargne,55.12,34.5,20.62
CLI_0850,Crédit Consommation,320.99,100.95,220.04
CLI_0850,Assurance Auto,595.03,81.65,513.38
CLI_0851,Compte Courant,54.61,18.76,35.85
CLI_0851,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0851,Compte Épargne,134.0,39.31,94.69
CLI_0851,Livret A,46.13,5.0,41.13
CLI_0851,Crédit Immobilier,3457.72,488.59,2969.13
CLI_0851,Assurance Habitation,383.71,62.84,320.87
CLI_0852,Compte Courant,48.34,18.25,30.09
CLI_0852,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0852,Compte Épargne,71.69,21.7,49.99
CLI_0852,Assurance Habitation,305.18,94.1,211.07
CLI_0853,Compte Courant,40.54,20.53,20.02
CLI_0853,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0853,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0853,Compte Épargne,114.21,28.29,85.92
CLI_0853,Assurance Auto,561.34,81.77,479.57
CLI_0854,Compte Courant,33.75,16.44,17.31
CLI_0854,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0854,Compte Épargne,139.09,39.76,99.33
CLI_0854,Assurance Vie,373.36,64.36,309.0
CLI_0854,Crédit Immobilier,3187.74,512.86,2674.88
CLI_0854,Assurance Habitation,303.1,97.56,205.55
CLI_0855,Compte Courant,54.53,23.69,30.84
CLI_0855,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0855,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0855,Compte Épargne,104.17,26.55,77.62
CLI_0855,Livret A,62.1,5.0,57.1
CLI_0855,Assurance Habitation,259.76,64.39,195.38
CLI_0855,Assurance Auto,260.91,91.67,169.24
CLI_0856,Compte Courant,47.83,20.69,27.14
CLI_0856,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0856,Compte Épargne,61.65,31.4,30.26
CLI_0857,Compte Courant,35.05,21.64,13.42
CLI_0857,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0857,Compte Épargne,92.94,36.98,55.96
CLI_0857,Livret A,66.7,5.0,61.7
CLI_0857,Assurance Habitation,331.1,85.04,246.06
CLI_0858,Compte Courant,46.81,15.61,31.2
CLI_0858,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0858,Compte Épargne,115.55,29.34,86.21
CLI_0858,Crédit Consommation,722.6,125.48,597.12
CLI_0858,Assurance Habitation,382.27,62.47,319.8
CLI_0858,Assurance Auto,326.64,117.78,208.86
CLI_0859,Compte Courant,54.3,15.14,39.16
CLI_0859,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0859,Compte Épargne,140.61,24.53,116.08
CLI_0859,Livret A,62.36,5.0,57.36
CLI_0859,Assurance Vie,531.84,103.68,428.16
CLI_0859,Crédit Immobilier,4012.72,362.15,3650.57
CLI_0859,Assurance Habitation,189.76,82.6,107.16
CLI_0859,Assurance Auto,316.23,118.44,197.79
CLI_0860,Compte Courant,43.55,16.12,27.43
CLI_0860,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0860,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0860,Compte Épargne,118.58,26.12,92.46
CLI_0860,Assurance Vie,289.15,92.28,196.87
CLI_0860,Assurance Habitation,391.06,70.57,320.48
CLI_0860,Assurance Auto,338.93,86.67,252.26
CLI_0861,Compte Courant,30.36,16.33,14.03
CLI_0862,Compte Courant,55.49,24.78,30.71
CLI_0862,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0862,Compte Épargne,65.79,30.71,35.08
CLI_0862,Assurance Vie,779.8,65.66,714.14
CLI_0862,Assurance Habitation,196.58,96.34,100.24
CLI_0862,Assurance Auto,482.28,69.12,413.16
CLI_0863,Compte Courant,41.8,15.56,26.24
CLI_0863,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0863,Crédit Consommation,689.4,173.35,516.06
CLI_0863,Assurance Habitation,288.49,82.37,206.12
CLI_0863,Assurance Auto,330.73,69.68,261.04
CLI_0864,Compte Courant,30.39,23.21,7.18
CLI_0864,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0864,Compte Épargne,113.67,24.59,89.08
CLI_0864,Crédit Immobilier,2964.52,540.43,2424.09
CLI_0864,Crédit Consommation,784.83,116.02,668.81
CLI_0865,Compte Courant,38.02,17.18,20.84
CLI_0865,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0865,Livret A,69.42,5.0,64.42
CLI_0865,Assurance Auto,432.74,102.55,330.19
CLI_0866,Compte Courant,55.8,24.87,30.93
CLI_0866,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0867,Compte Courant,37.48,16.81,20.68
CLI_0867,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0867,Compte Épargne,96.2,20.7,75.5
CLI_0867,Assurance Vie,675.03,138.38,536.65
CLI_0868,Compte Courant,50.58,17.68,32.9
CLI_0868,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0868,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0868,Compte Épargne,62.32,27.64,34.67
CLI_0868,Livret A,70.0,5.0,65.0
CLI_0868,Assurance Vie,408.7,53.43,355.27
CLI_0869,Compte Courant,38.23,24.9,13.33
CLI_0869,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0869,Compte Épargne,117.67,38.02,79.65
CLI_0869,Livret A,66.49,5.0,61.49
CLI_0870,Compte Courant,46.19,16.49,29.7
CLI_0870,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0870,Livret A,40.92,5.0,35.92
CLI_0870,Crédit Consommation,825.37,184.48,640.89
CLI_0870,Assurance Habitation,217.17,56.06,161.11
CLI_0871,Compte Courant,46.76,16.77,30.0
CLI_0871,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0871,Livret A,56.62,5.0,51.62
CLI_0871,Assurance Auto,305.41,73.86,231.55
CLI_0872,Compte Courant,41.98,20.93,21.04
CLI_0872,Compte Épargne,104.53,24.89,79.64
CLI_0872,Livret A,73.47,5.0,68.47
CLI_0872,Crédit Consommation,398.89,84.74,314.16
CLI_0872,Assurance Auto,441.08,67.4,373.68
CLI_0873,Compte Courant,45.15,24.52,20.63
CLI_0873,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0873,Livret A,61.91,5.0,56.91
CLI_0873,Assurance Vie,570.47,107.48,462.99
CLI_0873,Crédit Consommation,461.59,131.92,329.67
CLI_0874,Compte Courant,40.28,24.53,15.74
CLI_0874,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0874,Compte Épargne,74.23,29.43,44.8
CLI_0874,Assurance Vie,762.85,128.92,633.93
CLI_0874,Assurance Habitation,391.13,80.42,310.71
CLI_0874,Assurance Auto,333.51,109.6,223.92
CLI_0875,Compte Courant,38.74,16.65,22.1
CLI_0875,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0875,Compte Épargne,120.63,32.78,87.85
CLI_0876,Compte Courant,56.37,24.62,31.75
CLI_0876,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0876,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0876,Compte Épargne,135.72,21.2,114.52
CLI_0876,Crédit Immobilier,3825.8,535.42,3290.38
CLI_0877,Compte Courant,59.46,18.75,40.71
CLI_0877,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0877,Compte Épargne,66.99,37.06,29.93
CLI_0877,Assurance Vie,390.48,109.82,280.66
CLI_0877,Crédit Consommation,650.91,128.28,522.63
CLI_0877,Assurance Auto,492.99,81.69,411.3
CLI_0878,Compte Courant,50.79,15.14,35.65
CLI_0878,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0878,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0878,Assurance Habitation,231.16,65.95,165.21
CLI_0879,Compte Courant,52.47,18.15,34.32
CLI_0879,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0879,Compte Épargne,113.33,33.77,79.56
CLI_0879,Livret A,59.51,5.0,54.51
CLI_0879,Assurance Vie,561.98,91.36,470.61
CLI_0879,Crédit Consommation,635.97,147.75,488.22
CLI_0879,Assurance Habitation,165.93,93.79,72.13
CLI_0879,Assurance Auto,530.13,80.78,449.34
CLI_0880,Compte Courant,47.0,24.32,22.68
CLI_0880,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0880,Compte Épargne,77.16,34.85,42.31
CLI_0880,Livret A,24.96,5.0,19.96
CLI_0880,Assurance Vie,514.02,138.4,375.63
CLI_0880,Assurance Habitation,287.93,80.81,207.11
CLI_0881,Compte Courant,57.23,22.15,35.08
CLI_0881,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0881,Compte Épargne,119.59,31.73,87.86
CLI_0881,Crédit Consommation,869.69,176.44,693.25
CLI_0881,Assurance Auto,591.69,107.72,483.97
CLI_0882,Compte Courant,51.23,16.36,34.87
CLI_0882,Carte Bancaire Standard,45.0,10.0,35.0
CLI_0882,Assurance Vie,690.25,123.6,566.65
CLI_0882,Assurance Auto,508.17,73.87,434.31
CLI_0883,Compte Courant,57.1,15.97,41.13
CLI_0883,Carte Bancaire Premium,120.0,20.0,100.0
CLI_0883,Livret A,35.22,5.0,30.22
CLI_0883,Assurance Vie,597.81,117.37,480.44
