client_id,cout_acquisition,anciennete_mois,revenus_transactions,revenus_annuels,cout_gestion_annuel,revenus_totaux,couts_totaux,profit_net,segment_calcule
CLI_0793,148.34,36,3.49,5024.07,668.28,5027.5599999999995,672.2891891891892,4355.27081081081,VIP
CLI_0794,151.91,12,6.83,267.82,87.09,274.65,98.77538461538462,175.87461538461537,Standard
CLI_0795,259.25,3,4.04,3760.99,850.66,3765.0299999999997,915.4725,2849.5575,VIP
CLI_0796,298.39,7,1.3199999999999998,4098.429999999999,536.0,4099.749999999999,573.29875,3526.451249999999,VIP
CLI_0797,88.77,56,2.07,418.80999999999995,223.45999999999998,420.87999999999994,225.01736842105262,195.86263157894732,Standard
CLI_0798,305.59,6,2.0,5582.27,680.41,5584.27,724.0657142857142,4860.204285714286,VIP
CLI_0799,395.29,11,2.72,383.1,121.9,385.82000000000005,154.84083333333334,230.9791666666667,Standard
CLI_0800,102.81,37,4.3,1620.9899999999998,258.22,1625.2899999999997,260.9255263157895,1364.3644736842102,VIP
CLI_0801,175.11,48,4.5,967.0300000000001,172.98,971.5300000000001,176.55367346938775,794.9763265306124,VIP
CLI_0802,188.95,59,2.8,1680.29,460.96999999999997,1683.09,464.1191666666666,1218.9708333333333,VIP
CLI_0803,288.74,29,2.81,1687.85,481.58000000000004,1690.6599999999999,491.2046666666667,1199.455333333333,VIP
CLI_0804,195.22,52,0.72,845.0600000000001,316.97,845.7800000000001,320.6533962264151,525.126603773585,VIP
CLI_0805,204.29,12,1.54,490.85,119.91,492.39000000000004,135.62461538461537,356.7653846153847,Standard
CLI_0806,197.28,39,0.3,923.38,270.9,923.68,275.832,647.848,VIP
CLI_0807,170.88,49,7.0,627.87,87.39,634.87,90.8076,544.0624,VIP
CLI_0808,99.4,73,1.5,941.4999999999999,254.14,942.9999999999999,255.48324324324324,687.5167567567566,VIP
CLI_0809,195.38,29,1.5,3109.2999999999997,787.62,3110.7999999999997,794.1326666666666,2316.667333333333,VIP
CLI_0810,243.67,34,1.0,455.44,166.77,456.44,173.732,282.70799999999997,Standard
CLI_0811,109.68,48,4.9,1283.96,354.46000000000004,1288.8600000000001,356.6983673469388,932.1616326530614,VIP
CLI_0812,156.87,51,1.1600000000000001,3901.0499999999997,552.89,3902.2099999999996,555.9067307692308,3346.303269230769,VIP
CLI_0813,233.32,19,2.71,1221.18,200.45999999999998,1223.89,212.12599999999998,1011.7640000000001,VIP
CLI_0814,132.54,16,1.0,616.78,121.19,617.78,128.98647058823528,488.79352941176467,Standard
CLI_0815,291.27,4,3.4,4698.499999999999,568.04,4701.899999999999,626.294,4075.605999999999,VIP
CLI_0816,254.33,30,3.17,430.21999999999997,102.39000000000001,433.39,110.59419354838711,322.79580645161286,Standard
CLI_0817,139.87,63,1.5,1371.0,252.68,1372.5,254.86546875000002,1117.63453125,VIP
CLI_0818,102.42,20,0.73,826.24,219.42,826.97,224.29714285714283,602.6728571428572,VIP
CLI_0819,81.08,62,1.27,396.99,91.43,398.26,92.71698412698413,305.54301587301586,Standard
CLI_0820,122.84,49,3.33,1893.3100000000002,432.16999999999996,1896.64,434.62679999999995,1462.0132,VIP
CLI_0821,191.14,55,2.8,959.8499999999999,197.74,962.6499999999999,201.15321428571428,761.4967857142856,VIP
CLI_0822,207.17,9,0.97,2874.25,660.13,2875.22,680.847,2194.3729999999996,VIP
CLI_0823,226.87,30,3.21,1602.92,364.91999999999996,1606.13,372.23838709677415,1233.891612903226,VIP
CLI_0824,106.65,41,0.0,399.14,145.87,399.14,148.40928571428572,250.73071428571427,Standard
CLI_0825,118.6,74,3.0,39.79,24.36,42.79,25.941333333333333,16.848666666666666,Standard
CLI_0826,181.77,39,2.8,3916.58,531.9300000000001,3919.38,536.4742500000001,3382.90575,VIP
CLI_0827,245.77,22,3.0,3321.5600000000004,784.14,3324.5600000000004,794.825652173913,2529.7343478260873,VIP
CLI_0828,91.45,42,5.74,727.2900000000001,149.14000000000001,733.0300000000001,151.26674418604654,581.7632558139535,VIP
CLI_0829,185.74,14,0.3,643.03,184.95999999999998,643.3299999999999,197.34266666666664,445.98733333333325,Standard
CLI_0830,83.5,38,1.25,190.48000000000002,65.71000000000001,191.73000000000002,67.85102564102564,123.87897435897438,Standard
CLI_0831,196.18,30,2.7,386.92999999999995,163.97,389.62999999999994,170.2983870967742,219.33161290322573,Standard
CLI_0832,232.49,33,5.46,1454.5100000000002,303.44,1459.9700000000003,310.27794117647056,1149.6920588235298,VIP
CLI_0833,94.22,73,0.31,1099.43,305.01,1099.74,306.28324324324325,793.4567567567567,VIP
CLI_0834,114.67,39,5.04,1731.55,323.38,1736.59,326.24675,1410.34325,VIP
CLI_0835,179.57,25,4.5,1890.44,374.8,1894.94,381.70653846153846,1513.2334615384616,VIP
CLI_0836,190.34,42,1.77,783.25,185.96,785.02,190.386511627907,594.633488372093,VIP
CLI_0837,199.19,66,5.82,380.73,73.72,386.55,76.69298507462686,309.85701492537316,Standard
CLI_0838,85.39,58,1.8,475.75,128.64,477.55,130.0872881355932,347.4627118644068,Standard
CLI_0839,340.25,11,5.21,208.45999999999998,54.72,213.67,83.07416666666667,130.5958333333333,Standard
CLI_0840,174.34,33,4.07,3580.9700000000003,548.34,3585.0400000000004,553.4676470588236,3031.572352941177,VIP
CLI_0841,127.09,53,1.8,948.8299999999999,197.42000000000002,950.6299999999999,199.77351851851853,750.8564814814813,VIP
CLI_0842,250.85,19,0.92,92.00999999999999,28.06,92.92999999999999,40.6025,52.32749999999999,Standard
CLI_0843,379.61,6,1.0,3887.6,669.72,3888.6,723.95,3164.6499999999996,VIP
CLI_0844,290.19,32,5.16,3862.6,854.9100000000001,3867.7599999999998,863.7036363636364,3004.056363636363,VIP
CLI_0845,149.25,59,0.3,234.57,60.42,234.87,62.9075,171.9625,Standard
CLI_0846,171.42,34,3.34,1500.6999999999998,435.99,1504.0399999999997,440.8877142857143,1063.1522857142854,VIP
CLI_0847,257.51,24,4.82,876.4,263.65999999999997,881.22,273.9604,607.2596000000001,VIP
CLI_0848,110.12,44,3.8,1578.57,216.15,1582.37,218.5971111111111,1363.7728888888887,VIP
CLI_0849,147.69,45,1.0,5601.59,730.44,5602.59,733.650652173913,4868.939347826087,VIP
CLI_0850,123.03,56,3.4699999999999998,1056.4,251.11,1059.8700000000001,253.2684210526316,806.6015789473686,VIP
CLI_0851,314.16,9,1.8900000000000001,4121.169999999999,624.5,4123.0599999999995,655.916,3467.1439999999993,VIP
CLI_0852,108.85,54,0.91,470.21000000000004,144.05,471.12000000000006,146.0290909090909,325.0909090909091,Standard
CLI_0853,138.32,12,3.5,881.09,160.59,884.59,171.23,713.36,VIP
CLI_0854,283.65,24,5.8,4082.0399999999995,740.98,4087.8399999999997,752.326,3335.5139999999997,VIP
CLI_0855,120.36,18,0.07,906.47,241.3,906.5400000000001,247.63473684210527,658.9052631578948,VIP
CLI_0856,276.49,10,0.5,154.48,62.09,154.98,87.22545454545455,67.75454545454544,Standard
CLI_0857,106.5,45,1.5,570.79,158.66,572.29,160.97521739130434,411.3147826086956,Standard
CLI_0858,84.67,41,1.0,1638.87,360.68,1639.87,362.6959523809524,1277.1740476190475,VIP
CLI_0859,84.32,63,1.0,5352.82,721.54,5353.82,722.8575,4630.9625,VIP
CLI_0860,193.81,3,2.61,1346.27,321.76,1348.8799999999999,370.2125,978.6674999999999,VIP
CLI_0861,273.35,14,0.77,30.36,16.33,31.13,34.553333333333335,-3.4233333333333356,Déficitaire
CLI_0862,220.62,2,4.3,1624.94,296.61,1629.24,370.15000000000003,1259.09,VIP
CLI_0863,290.09,25,2.8200000000000003,1395.42,350.96000000000004,1398.24,362.11730769230775,1036.1226923076922,VIP
CLI_0864,149.79,64,1.0,3938.41,714.2499999999999,3939.41,716.5544615384614,3222.8555384615383,VIP
CLI_0865,132.39,59,1.28,585.1800000000001,134.73,586.46,136.9365,449.5235,Standard
CLI_0866,149.61,66,0.6000000000000001,100.8,34.870000000000005,101.39999999999999,37.10298507462687,64.29701492537312,Standard
CLI_0867,279.17,6,0.47,853.71,185.89,854.1800000000001,225.77142857142854,628.4085714285716,VIP
CLI_0868,171.05,47,4.6,756.6,133.75,761.2,137.31354166666668,623.8864583333334,VIP
CLI_0869,113.9,54,0.0,342.39,87.92,342.39,89.9909090909091,252.3990909090909,Standard
CLI_0870,122.37,52,3.3,1174.65,272.03,1177.95,274.3388679245283,903.6111320754717,VIP
CLI_0871,278.82,30,1.3,453.79,105.63,455.09000000000003,114.6241935483871,340.46580645161293,Standard
CLI_0872,386.61,3,1.5,1059.95,202.95999999999998,1061.45,299.61249999999995,761.8375000000001,VIP
CLI_0873,278.51,14,1.5,1184.12,278.91999999999996,1185.62,297.4873333333333,888.1326666666666,VIP
CLI_0874,130.33,59,4.97,1647.0,382.9,1651.97,385.07216666666665,1266.8978333333334,VIP
CLI_0875,173.64,46,2.22,204.37,59.43,206.59,63.12446808510638,143.46553191489363,Standard
CLI_0876,269.08,8,6.07,4182.89,611.24,4188.96,641.1377777777777,3547.822222222222,VIP
CLI_0877,139.7,62,3.05,1705.83,385.6,1708.8799999999999,387.81746031746036,1321.0625396825394,VIP
CLI_0878,201.17,5,7.87,446.95,111.09,454.82,144.61833333333334,310.20166666666665,Standard
CLI_0879,218.23,14,1.8,2164.3199999999997,480.6,2166.12,495.1486666666667,1670.9713333333332,VIP
CLI_0880,102.34,67,2.0,996.0699999999999,293.38,998.0699999999999,294.885,703.185,VIP
CLI_0881,166.31,13,1.85,1683.2,348.03999999999996,1685.05,359.9192857142857,1325.1307142857142,VIP
CLI_0882,182.6,57,3.29,1294.65,223.82999999999998,1297.94,226.97827586206895,1070.961724137931,VIP
CLI_0883,201.77,4,3.09,1392.12,322.52,1395.2099999999998,362.87399999999997,1032.3359999999998,VIP
CLI_0884,114.23,18,0.0,454.01,185.87,454.01,191.8821052631579,262.1278947368421,Standard
CLI_0885,113.8,12,1.6,1515.24,322.72,1516.84,331.4738461538462,1185.3661538461538,VIP
CLI_0886,192.89,67,2.1,2116.77,323.37,2118.87,326.2066176470588,1792.663382352941,VIP
CLI_0887,276.73,11,1.0,273.21,77.93,274.21,100.99083333333334,173.21916666666664,Standard
CLI_0888,181.88,32,1.8,387.25,134.32,389.05,139.83151515151513,249.21848484848488,Standard
CLI_0889,177.31,72,2.5,776.4,202.87,778.9,205.29890410958905,573.601095890411,VIP
CLI_0890,267.17,20,1.3,42.18,18.15,43.48,30.87238095238095,12.607619047619046,Standard
CLI_0891,119.86,40,5.3,1027.83,188.27999999999997,1033.1299999999999,191.20341463414633,841.9265853658535,VIP
CLI_0892,163.23,74,2.04,49.97,20.07,52.01,22.2464,29.763599999999997,Standard
CLI_0893,172.53,45,2.5,3345.68,556.15,3348.18,559.900652173913,2788.279347826087,VIP
CLI_0894,158.56,65,0.8,1348.1399999999999,329.34,1348.9399999999998,331.7424242424242,1017.1975757575756,VIP
CLI_0895,98.19,68,0.21,929.23,347.04,929.44,348.4630434782609,580.9769565217391,VIP
CLI_0896,275.18,17,4.91,594.05,114.71,598.9599999999999,129.99777777777777,468.9622222222222,Standard
CLI_0897,207.82,27,1.78,3012.9399999999996,557.55,3014.72,564.9721428571428,2449.747857142857,VIP
CLI_0898,113.9,66,2.89,3419.9199999999996,879.0,3422.8099999999995,880.7,2542.1099999999997,VIP
CLI_0899,131.03,66,2.1,900.7,154.06,902.8000000000001,156.01567164179104,746.784328358209,VIP
CLI_0900,84.51,65,1.5,757.46,216.44,758.96,217.72045454545454,541.2395454545455,VIP
CLI_0901,181.97,10,2.1,1210.48,242.57,1212.58,259.1127272727273,953.4672727272726,VIP
CLI_0902,171.87,70,0.97,375.94,165.67000000000002,376.91,168.09070422535214,208.81929577464788,Standard
CLI_0903,100.0,35,3.9699999999999998,1107.81,214.87,1111.78,217.64777777777778,894.1322222222223,VIP
CLI_0904,183.31,19,3.17,5336.91,623.81,5340.08,632.9754999999999,4707.1045,VIP
CLI_0905,142.7,50,2.3,1430.41,350.25,1432.71,353.0480392156863,1079.6619607843138,VIP
CLI_0906,86.56,56,1.8,481.33,171.57999999999998,483.13,173.09859649122805,310.031403508772,Standard
CLI_0907,294.62,17,0.0,4923.079999999999,672.4699999999999,4923.079999999999,688.8377777777777,4234.242222222221,VIP
CLI_0908,145.23,23,2.5,349.57000000000005,86.63,352.07000000000005,92.68124999999999,259.3887500000001,Standard
CLI_0909,160.84,22,2.5,1147.9099999999999,224.02999999999997,1150.4099999999999,231.02304347826083,919.386956521739,VIP
CLI_0910,160.79,13,0.6,211.13,60.6,211.73,72.08500000000001,139.64499999999998,Standard
CLI_0911,146.08,23,2.3,779.37,243.98,781.67,250.06666666666666,531.6033333333332,VIP
CLI_0912,100.29,23,0.0,995.94,220.20999999999998,995.94,224.38875,771.5512500000001,VIP
CLI_0913,167.52,64,1.5,76.89,34.06,78.39,36.63723076923077,41.75276923076923,Standard
CLI_0914,196.02,56,2.0,4069.79,563.9200000000001,4071.79,567.3589473684211,3504.431052631579,VIP
CLI_0915,144.86,27,1.24,605.1400000000001,195.75,606.3800000000001,200.92357142857142,405.45642857142866,Standard
CLI_0916,159.57,58,0.63,3456.5099999999998,669.9,3457.14,672.6045762711864,2784.5354237288134,VIP
CLI_0917,169.03,50,5.67,341.83,131.9,347.5,135.2143137254902,212.2856862745098,Standard
CLI_0918,269.69,21,2.55,3558.1400000000003,496.78999999999996,3560.6900000000005,509.0486363636363,3051.641363636364,VIP
CLI_0919,255.66,2,1.3,240.19,60.79,241.49,146.01,95.48000000000002,Standard
CLI_0920,116.35,57,3.94,86.05,30.27,89.99,32.27603448275862,57.71396551724138,Standard
CLI_0921,119.04,44,4.07,1171.97,365.61,1176.04,368.25533333333334,807.7846666666667,VIP
CLI_0922,165.51,74,7.529999999999999,1864.54,594.71,1872.07,596.9168000000001,1275.1531999999997,VIP
CLI_0923,178.01,71,1.24,951.76,230.68,953.0,233.1523611111111,719.8476388888889,VIP
CLI_0924,136.32,34,2.4,372.81,107.44999999999999,375.21,111.34485714285714,263.8651428571428,Standard
CLI_0925,242.74,11,1.57,1946.8,280.67,1948.37,300.89833333333337,1647.4716666666666,VIP
CLI_0926,280.39,17,2.0,4607.9,522.28,4609.9,537.8572222222222,4072.0427777777777,VIP
CLI_0927,351.67,2,0.0,4392.889999999999,556.45,4392.889999999999,673.6733333333334,3719.2166666666662,VIP
CLI_0928,296.97,23,5.33,2963.39,453.97,2968.72,466.34375,2502.37625,VIP
CLI_0929,170.51,43,2.55,5549.76,709.0699999999999,5552.31,712.9452272727272,4839.364772727273,VIP
CLI_0930,127.18,41,0.0,483.5,128.4,483.5,131.42809523809524,352.07190476190476,Standard
CLI_0931,218.13,12,3.42,633.36,157.65,636.78,174.42923076923077,462.3507692307692,Standard
CLI_0932,232.2,27,0.0,681.78,162.73000000000002,681.78,171.02285714285716,510.7571428571428,VIP
CLI_0933,89.41,53,6.01,623.77,291.55,629.78,293.20574074074074,336.57425925925924,Standard
CLI_0934,145.34,37,0.21,479.76,133.28,479.96999999999997,137.10473684210527,342.8652631578947,Standard
CLI_0935,165.12,49,0.0,549.97,137.22000000000003,549.97,140.52240000000003,409.44759999999997,Standard
CLI_0936,100.08,59,2.3,586.9100000000001,129.0,589.21,130.668,458.54200000000003,Standard
CLI_0937,173.68,70,1.5,486.68,121.41,488.18,123.85619718309859,364.32380281690143,Standard
CLI_0938,216.75,17,2.5,5127.31,892.57,5129.81,904.6116666666667,4225.198333333334,VIP
CLI_0939,194.27,72,1.1099999999999999,689.8399999999999,184.67000000000002,690.9499999999999,187.33123287671233,503.6187671232876,VIP
CLI_0940,85.09,42,3.86,870.3299999999999,141.87,874.1899999999999,143.84883720930233,730.3411627906976,VIP
CLI_0941,111.84,46,4.5,1710.52,358.25,1715.02,360.6295744680851,1354.3904255319148,VIP
CLI_0942,152.19,65,3.3,1053.1399999999999,187.73000000000002,1056.4399999999998,190.03590909090912,866.4040909090907,VIP
CLI_0943,115.59,61,1.22,132.23000000000002,32.06,133.45000000000002,33.92435483870968,99.52564516129033,Standard
CLI_0944,165.73,70,0.55,1607.65,259.74,1608.2,262.0742253521127,1346.1257746478873,VIP
CLI_0945,251.8,14,0.3,1223.0,236.23000000000002,1223.3,253.01666666666668,970.2833333333333,VIP
CLI_0946,92.3,68,1.5,619.31,122.27,620.81,123.60768115942028,497.20231884057966,Standard
CLI_0947,141.66,41,1.5,1172.8200000000002,282.58,1174.3200000000002,285.9528571428571,888.3671428571431,VIP
CLI_0948,141.07,68,2.45,1275.25,380.57,1277.7,382.61449275362315,895.0855072463769,VIP
CLI_0949,173.86,20,0.0,947.8100000000001,225.42000000000002,947.8100000000001,233.69904761904763,714.1109523809524,VIP
CLI_0950,286.58,15,1.5,186.47,62.379999999999995,187.97,80.29124999999999,107.67875000000001,Standard
CLI_0951,179.3,43,0.0,758.45,169.67000000000002,758.45,173.745,584.705,VIP
CLI_0952,163.67,45,3.9699999999999998,485.37,141.87,489.34000000000003,145.42804347826086,343.91195652173917,Standard
CLI_0953,165.72,67,2.1,2993.4700000000003,425.95,2995.57,428.3870588235294,2567.1829411764706,VIP
CLI_0954,135.41,55,4.1,1025.65,275.77,1029.75,278.1880357142857,751.5619642857143,VIP
CLI_0955,380.25,6,0.0,1733.4499999999998,424.05,1733.4499999999998,478.37142857142857,1255.0785714285712,VIP
CLI_0956,238.92,35,1.7,50.5,15.75,52.2,22.386666666666667,29.813333333333336,Standard
CLI_0957,167.48,43,2.54,2633.42,591.98,2635.96,595.7863636363636,2040.1736363636364,VIP
CLI_0958,272.34,31,1.29,2943.65,419.47,2944.94,427.98062500000003,2516.959375,VIP
CLI_0959,154.81,31,1.6,371.02000000000004,126.05,372.62000000000006,130.8878125,241.73218750000007,Standard
CLI_0960,176.85,42,4.0600000000000005,1263.17,234.34000000000003,1267.23,238.45279069767446,1028.7772093023254,VIP
CLI_0961,139.05,33,6.58,2749.48,424.19,2756.06,428.2797058823529,2327.780294117647,VIP
CLI_0962,121.44,55,2.93,3060.89,711.56,3063.8199999999997,713.7285714285714,2350.0914285714284,VIP
CLI_0963,233.9,3,1.78,304.06,116.62,305.84,175.095,130.74499999999998,Standard
CLI_0964,197.42,44,0.0,261.56,90.39,261.56,94.77711111111111,166.7828888888889,Standard
CLI_0965,271.31,18,5.12,313.5,107.2,318.62,121.47947368421053,197.1405263157895,Standard
CLI_0966,240.23,34,6.18,584.37,166.87,590.55,173.73371428571429,416.81628571428564,Standard
CLI_0967,167.25,37,5.37,359.96000000000004,120.29,365.33000000000004,124.69131578947369,240.63868421052635,Standard
CLI_0968,147.45,66,2.5,1069.38,258.58,1071.88,260.7807462686567,811.0992537313434,VIP
CLI_0969,193.65,51,1.4,610.1600000000001,197.79,611.5600000000001,201.51403846153846,410.0459615384616,Standard
CLI_0970,199.25,16,3.88,1762.93,360.88000000000005,1766.8100000000002,372.6005882352942,1394.209411764706,VIP
CLI_0971,245.13,7,2.54,2219.7,503.2,2222.24,533.84125,1688.3987499999998,VIP
CLI_0972,99.56,68,1.0,1033.46,280.07,1034.46,281.5128985507246,752.9471014492754,VIP
CLI_0973,257.24,28,0.28,1582.8899999999999,308.82,1583.1699999999998,317.6903448275862,1265.4796551724137,VIP
CLI_0974,246.89,22,6.47,968.17,265.69,974.64,276.42434782608694,698.215652173913,VIP
CLI_0975,246.09,3,3.5,166.99,37.95,170.49,99.4725,71.01750000000001,Standard
CLI_0976,105.04,31,8.73,366.01,118.38,374.74,121.6625,253.07750000000001,Standard
CLI_0977,267.8,18,1.5,571.5799999999999,183.5,573.0799999999999,197.59473684210525,375.4852631578947,Standard
CLI_0978,102.28,19,1.0,555.16,150.12,556.16,155.234,400.92599999999993,Standard
CLI_0979,164.44,54,1.0,201.57999999999998,78.69,202.57999999999998,81.67981818181818,120.9001818181818,Standard
CLI_0980,294.05,34,2.5,1034.3600000000001,271.69,1036.8600000000001,280.0914285714286,756.7685714285715,VIP
CLI_0981,187.53,23,0.3,1254.67,334.36,1254.97,342.17375000000004,912.79625,VIP
CLI_0982,108.2,49,0.0,696.6,195.37,696.6,197.534,499.06600000000003,Standard
CLI_0983,326.22,10,0.43,1162.6100000000001,182.67000000000002,1163.0400000000002,212.32636363636365,950.7136363636365,VIP
CLI_0984,178.06,42,2.65,558.25,111.19999999999999,560.9,115.34093023255812,445.5590697674419,Standard
CLI_0985,145.57,44,3.3,602.1500000000001,189.32,605.45,192.55488888888888,412.8951111111112,Standard
CLI_0986,293.41,33,3.62,5428.67,478.26,5432.29,486.8897058823529,4945.400294117647,VIP
CLI_0987,86.2,55,3.8,1188.35,220.63,1192.1499999999999,222.1692857142857,969.9807142857142,VIP
CLI_0988,276.2,11,2.5,509.89,170.86,512.39,193.87666666666667,318.5133333333333,Standard
CLI_0989,166.21,67,2.5,654.9100000000001,123.74000000000001,657.4100000000001,126.18426470588236,531.2257352941177,VIP
CLI_0990,272.53,18,4.3,1280.58,265.83,1284.8799999999999,280.1736842105263,1004.7063157894736,VIP
CLI_0991,135.85,18,0.0,545.37,121.9,545.37,129.05,416.32,Standard
CLI_0992,350.0,2,3.24,790.9000000000001,139.76999999999998,794.1400000000001,256.43666666666667,537.7033333333334,VIP
CLI_0993,146.32,56,1.8,1230.13,277.86,1231.93,280.4270175438597,951.5029824561404,VIP
CLI_0994,179.31,22,0.0,4246.54,388.88,4246.54,396.6760869565217,3849.863913043478,VIP
CLI_0995,95.81,41,0.6,664.46,200.75,665.0600000000001,203.0311904761905,462.02880952380957,Standard
CLI_0996,183.84,40,1.5,5835.46,727.34,5836.96,731.8239024390244,5105.136097560976,VIP
CLI_0997,98.87,47,2.65,546.45,129.38,549.1,131.43979166666665,417.66020833333334,Standard
CLI_0998,161.96,29,1.6,1630.76,319.15,1632.36,324.54866666666663,1307.8113333333333,VIP
CLI_0999,114.81,64,0.36,1182.81,291.45,1183.1699999999998,293.2163076923077,889.9536923076921,VIP
CLI_1000,274.28,13,1.09,724.1999999999999,112.92,725.29,132.51142857142858,592.7785714285714,VIP
